MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
70.30,Female,0.00,Yes,No,35.00,Fiber optic,No,Month-to-month,Yes,Yes
106.35,Male,1.00,Yes,No,32.00,Fiber optic,Yes,Month-to-month,No,Yes
103.75,Male,0.00,Yes,Yes,60.00,Fiber optic,Yes,Month-to-month,Yes,No
19.50,Male,0.00,No,No,11.00,No,No internet service,One year,No,No
39.50,Female,0.00,No,No,29.00,DSL,Yes,One year,No,No
26.05,Male,0.00,Yes,Yes,21.00,DSL,No,Month-to-month,Yes,No
91.05,Male,1.00,Yes,No,48.00,Fiber optic,No,Month-to-month,Yes,No
29.65,Female,0.00,No,Yes,3.00,DSL,Yes,Month-to-month,No,No
50.20,Female,0.00,Yes,Yes,43.00,DSL,Yes,Month-to-month,No,No
105.30,Male,0.00,No,No,5.00,Fiber optic,Yes,Month-to-month,No,No
55.45,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,No
85.45,Male,0.00,Yes,Yes,71.00,DSL,No,One year,No,No
19.80,Female,0.00,Yes,Yes,8.00,No,No internet service,One year,No,No
59.25,Male,0.00,No,No,8.00,DSL,No,Month-to-month,Yes,No
90.70,Male,0.00,No,No,20.00,Fiber optic,No,Month-to-month,Yes,No
103.70,Female,0.00,Yes,Yes,33.00,Fiber optic,No,One year,Yes,Yes
79.05,Male,0.00,No,No,71.00,Fiber optic,Yes,One year,Yes,No
90.70,Female,1.00,Yes,No,31.00,Fiber optic,No,One year,Yes,No
95.00,Female,1.00,Yes,No,38.00,Fiber optic,Yes,One year,No,No
88.35,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
30.25,Female,0.00,Yes,Yes,2.00,DSL,Yes,Month-to-month,Yes,No
49.85,Female,0.00,Yes,No,12.00,DSL,No,Month-to-month,Yes,No
93.00,Female,0.00,No,Yes,9.00,Fiber optic,No,Month-to-month,No,No
54.55,Male,1.00,No,Yes,11.00,DSL,Yes,Month-to-month,Yes,No
19.70,Male,0.00,No,Yes,6.00,No,No internet service,Month-to-month,No,No
84.80,Female,0.00,Yes,No,71.00,DSL,Yes,One year,Yes,No
94.45,Female,0.00,Yes,Yes,42.00,Fiber optic,Yes,One year,Yes,No
94.20,Female,0.00,Yes,Yes,8.00,Fiber optic,No,Month-to-month,Yes,Yes
96.25,Female,0.00,No,No,5.00,Fiber optic,Yes,Month-to-month,Yes,Yes
70.70,Female,0.00,Yes,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
20.85,Female,0.00,Yes,Yes,45.00,No,No internet service,Two year,No,No
60.00,Male,0.00,Yes,Yes,28.00,DSL,Yes,One year,Yes,No
80.45,Female,0.00,Yes,No,43.00,Fiber optic,Yes,Month-to-month,No,No
84.95,Male,0.00,No,Yes,60.00,DSL,No,Two year,Yes,No
33.55,Female,0.00,Yes,No,42.00,DSL,Yes,One year,No,Yes
49.65,Male,0.00,Yes,Yes,7.00,DSL,No,Two year,No,No
20.20,Female,0.00,Yes,No,25.00,No,No internet service,One year,Yes,No
94.55,Female,1.00,Yes,Yes,40.00,Fiber optic,No,Month-to-month,Yes,Yes
100.50,Male,0.00,No,No,27.00,Fiber optic,No,One year,Yes,No
35.75,Male,0.00,No,No,10.00,DSL,Yes,Month-to-month,No,No
86.45,Female,1.00,No,No,27.00,Fiber optic,Yes,Month-to-month,Yes,No
53.80,Female,0.00,No,No,11.00,DSL,No,One year,No,No
38.55,Male,0.00,Yes,Yes,4.00,DSL,No,Month-to-month,No,No
39.90,Male,0.00,No,No,68.00,DSL,No,Month-to-month,Yes,No
70.05,Male,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,No
20.10,Female,0.00,No,No,18.00,No,No internet service,One year,No,No
112.95,Female,0.00,No,No,57.00,Fiber optic,Yes,Two year,Yes,Yes
20.30,Male,0.00,No,No,26.00,No,No internet service,Month-to-month,Yes,No
35.65,Female,0.00,Yes,No,17.00,DSL,Yes,Month-to-month,Yes,No
35.90,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,Yes
99.25,Male,0.00,No,Yes,38.00,Fiber optic,No,Month-to-month,Yes,Yes
82.95,Male,1.00,Yes,No,59.00,Fiber optic,Yes,One year,Yes,No
55.65,Male,0.00,No,No,30.00,DSL,No,Two year,Yes,No
24.45,Male,1.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
25.20,Female,1.00,Yes,No,50.00,No,No internet service,One year,No,No
50.80,Male,0.00,No,No,9.00,DSL,No,One year,No,No
19.65,Female,0.00,Yes,Yes,3.00,No,No internet service,Month-to-month,No,No
59.80,Female,0.00,No,Yes,14.00,DSL,No,Month-to-month,Yes,No
73.55,Female,1.00,No,No,31.00,Fiber optic,No,Month-to-month,Yes,No
61.40,Female,0.00,No,No,7.00,DSL,Yes,Month-to-month,No,No
103.35,Female,0.00,No,No,8.00,Fiber optic,No,Month-to-month,Yes,Yes
19.90,Male,0.00,Yes,Yes,17.00,No,No internet service,One year,No,No
19.45,Male,0.00,Yes,Yes,32.00,No,No internet service,Month-to-month,Yes,No
81.50,Female,1.00,No,No,2.00,Fiber optic,No,Month-to-month,No,No
84.80,Male,1.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,Yes
109.55,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,No,No
99.95,Female,1.00,No,No,31.00,Fiber optic,Yes,Month-to-month,Yes,Yes
74.40,Female,0.00,Yes,Yes,27.00,Fiber optic,No,Month-to-month,No,No
90.00,Female,0.00,No,No,18.00,Fiber optic,Yes,Month-to-month,Yes,Yes
74.90,Male,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
104.85,Female,1.00,No,No,14.00,Fiber optic,Yes,Month-to-month,Yes,Yes
59.65,Male,0.00,Yes,Yes,11.00,DSL,No,Month-to-month,Yes,No
110.45,Female,0.00,Yes,Yes,72.00,Fiber optic,No,Two year,Yes,No
106.10,Male,0.00,Yes,Yes,28.00,Fiber optic,Yes,One year,No,Yes
74.20,Male,1.00,No,No,15.00,Fiber optic,No,Month-to-month,Yes,Yes
74.45,Female,1.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,No
24.55,Female,0.00,No,No,71.00,No,No internet service,Two year,No,No
89.35,Female,0.00,No,No,5.00,Fiber optic,Yes,Month-to-month,Yes,Yes
24.55,Male,0.00,Yes,Yes,47.00,No,No internet service,Two year,No,No
90.65,Male,1.00,Yes,No,57.00,Fiber optic,Yes,One year,Yes,No
105.05,Male,1.00,Yes,No,50.00,Fiber optic,No,Two year,Yes,No
20.45,Male,0.00,No,No,8.00,No,No internet service,Month-to-month,Yes,No
19.55,Female,0.00,Yes,Yes,48.00,No,No internet service,Two year,No,No
19.70,Female,0.00,No,No,70.00,No,No internet service,One year,No,No
70.45,Male,0.00,No,Yes,1.00,DSL,Yes,Month-to-month,Yes,No
85.65,Male,0.00,Yes,No,8.00,Fiber optic,No,Month-to-month,Yes,No
77.15,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
35.25,Male,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
20.55,Male,0.00,Yes,Yes,60.00,No,No internet service,Two year,No,No
97.95,Male,0.00,Yes,Yes,49.00,Fiber optic,No,One year,Yes,No
48.55,Male,0.00,Yes,No,4.00,DSL,Yes,Month-to-month,Yes,Yes
20.00,Female,0.00,No,No,29.00,No,No internet service,One year,No,No
25.25,Female,0.00,Yes,No,67.00,No,No internet service,Two year,Yes,No
98.40,Female,0.00,Yes,No,53.00,Fiber optic,Yes,Month-to-month,Yes,Yes
70.90,Male,0.00,Yes,No,67.00,DSL,Yes,Two year,No,No
19.85,Female,0.00,Yes,Yes,6.00,No,No internet service,Month-to-month,No,No
106.35,Female,0.00,No,No,47.00,Fiber optic,Yes,Month-to-month,Yes,No
99.50,Female,0.00,No,No,53.00,Fiber optic,Yes,Two year,No,No
84.70,Male,0.00,Yes,No,69.00,DSL,Yes,Two year,Yes,No
86.05,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,No
44.55,Male,0.00,No,No,4.00,DSL,No,Month-to-month,No,No
75.85,Male,0.00,Yes,Yes,56.00,DSL,Yes,Two year,Yes,No
93.85,Male,1.00,Yes,No,59.00,Fiber optic,No,Month-to-month,Yes,Yes
25.00,Male,1.00,Yes,No,61.00,No,No internet service,Two year,No,No
45.00,Female,0.00,Yes,No,2.00,DSL,No,Month-to-month,Yes,No
100.70,Male,1.00,Yes,Yes,46.00,Fiber optic,Yes,Month-to-month,Yes,Yes
20.50,Male,0.00,Yes,Yes,12.00,No,No internet service,Month-to-month,No,No
80.45,Female,0.00,No,No,14.00,Fiber optic,No,Month-to-month,Yes,Yes
90.45,Female,0.00,Yes,Yes,28.00,Fiber optic,No,One year,Yes,No
60.45,Male,0.00,No,No,24.00,DSL,Yes,Month-to-month,No,No
55.25,Male,0.00,No,No,31.00,DSL,No,Month-to-month,Yes,Yes
78.45,Female,0.00,Yes,Yes,68.00,DSL,Yes,One year,Yes,No
100.55,Male,0.00,No,Yes,39.00,Fiber optic,No,Two year,No,No
20.35,Female,0.00,Yes,No,42.00,No,No internet service,Month-to-month,No,No
54.45,Male,0.00,Yes,No,13.00,DSL,No,Month-to-month,Yes,Yes
90.75,Female,0.00,Yes,No,6.00,Fiber optic,Yes,Month-to-month,Yes,No
75.35,Male,0.00,No,No,35.00,Fiber optic,No,Month-to-month,No,Yes
20.25,Female,0.00,Yes,No,38.00,No,No internet service,One year,Yes,No
20.05,Male,0.00,No,No,18.00,No,No internet service,Two year,No,No
19.60,Female,0.00,Yes,No,4.00,No,No internet service,Month-to-month,No,No
53.80,Male,0.00,Yes,No,27.00,DSL,Yes,Month-to-month,Yes,No
70.20,Male,0.00,No,Yes,41.00,DSL,Yes,One year,No,No
75.50,Male,0.00,Yes,Yes,50.00,DSL,No,One year,No,No
20.35,Male,0.00,Yes,Yes,72.00,No,No internet service,Two year,No,No
26.05,Female,0.00,No,No,70.00,No,No internet service,One year,No,No
20.60,Male,0.00,Yes,Yes,44.00,No,No internet service,One year,No,No
75.70,Male,0.00,No,No,2.00,Fiber optic,No,Month-to-month,Yes,Yes
20.10,Female,0.00,Yes,Yes,34.00,No,No internet service,One year,Yes,No
24.30,Female,1.00,Yes,No,72.00,No,No internet service,Two year,No,No
24.50,Male,0.00,Yes,No,71.00,No,No internet service,Two year,Yes,No
110.50,Female,0.00,No,No,64.00,Fiber optic,Yes,Two year,Yes,No
25.25,Female,0.00,Yes,No,72.00,No,No internet service,Two year,Yes,No
74.25,Male,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
90.10,Male,1.00,Yes,No,29.00,Fiber optic,No,One year,No,No
68.75,Female,0.00,Yes,No,23.00,DSL,No,One year,Yes,No
19.20,Male,0.00,Yes,Yes,52.00,No,No internet service,Two year,No,No
89.70,Female,1.00,No,No,25.00,Fiber optic,Yes,Month-to-month,Yes,Yes
115.10,Female,0.00,No,No,64.00,Fiber optic,Yes,Two year,Yes,No
96.40,Female,1.00,No,No,16.00,Fiber optic,No,Month-to-month,Yes,Yes
69.50,Male,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
99.65,Male,0.00,No,No,24.00,Fiber optic,Yes,Month-to-month,Yes,No
91.45,Male,0.00,Yes,No,2.00,Fiber optic,No,Month-to-month,Yes,No
84.75,Female,0.00,Yes,Yes,34.00,DSL,Yes,Two year,No,No
85.25,Male,1.00,Yes,No,36.00,Fiber optic,No,Month-to-month,Yes,Yes
78.75,Male,0.00,Yes,Yes,53.00,DSL,No,One year,Yes,No
20.25,Female,0.00,Yes,Yes,47.00,No,No internet service,Two year,No,No
19.90,Male,0.00,No,Yes,72.00,No,No internet service,Two year,No,No
97.75,Male,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
19.40,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,No,Yes
83.30,Female,0.00,No,No,9.00,Fiber optic,No,Month-to-month,Yes,Yes
80.10,Female,0.00,No,No,8.00,Fiber optic,No,Month-to-month,Yes,Yes
62.70,Male,1.00,No,No,45.00,DSL,No,One year,No,Yes
100.40,Female,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
24.45,Female,0.00,Yes,No,71.00,No,No internet service,Two year,Yes,No
101.10,Female,1.00,No,No,41.00,Fiber optic,No,One year,Yes,No
50.90,Male,0.00,Yes,Yes,67.00,DSL,No,Two year,No,No
107.20,Male,0.00,Yes,No,69.00,Fiber optic,Yes,One year,Yes,No
92.20,Female,1.00,Yes,No,70.00,DSL,Yes,Two year,Yes,No
25.30,Male,0.00,No,No,25.00,No,No internet service,One year,No,Yes
113.40,Male,0.00,No,No,72.00,Fiber optic,Yes,Two year,No,No
40.55,Male,0.00,Yes,Yes,34.00,DSL,No,Two year,Yes,No
26.00,Female,0.00,Yes,Yes,65.00,No,No internet service,Two year,No,No
111.95,Female,0.00,No,No,70.00,Fiber optic,Yes,Two year,Yes,No
53.80,Female,0.00,Yes,Yes,72.00,DSL,No,Two year,Yes,No
72.10,Male,0.00,No,Yes,35.00,DSL,No,One year,Yes,No
98.15,Male,0.00,No,No,13.00,Fiber optic,No,Month-to-month,No,Yes
78.85,Female,0.00,Yes,No,12.00,DSL,No,One year,No,No
70.75,Female,0.00,Yes,Yes,62.00,DSL,No,One year,Yes,No
76.15,Female,0.00,No,No,25.00,DSL,No,Month-to-month,Yes,No
39.10,Female,0.00,No,No,52.00,DSL,Yes,Two year,No,No
69.95,Male,1.00,No,No,8.00,Fiber optic,No,Month-to-month,Yes,No
20.05,Male,0.00,No,No,2.00,No,No internet service,Month-to-month,No,No
20.05,Female,0.00,Yes,Yes,56.00,No,No internet service,Two year,No,No
19.45,Female,0.00,No,No,12.00,No,No internet service,Month-to-month,No,No
26.90,Female,0.00,Yes,No,47.00,No,No internet service,One year,No,No
19.20,Male,1.00,No,No,2.00,No,No internet service,Month-to-month,No,No
50.00,Female,0.00,No,No,18.00,DSL,No,Month-to-month,Yes,No
60.00,Female,0.00,No,No,8.00,DSL,No,Month-to-month,Yes,No
84.55,Male,0.00,Yes,No,45.00,Fiber optic,No,Month-to-month,Yes,No
45.45,Male,0.00,No,No,3.00,DSL,No,Month-to-month,No,No
20.05,Female,0.00,No,No,38.00,No,No internet service,One year,No,No
115.55,Male,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
93.70,Male,0.00,No,No,46.00,Fiber optic,Yes,Month-to-month,Yes,Yes
99.00,Female,0.00,Yes,Yes,71.00,Fiber optic,Yes,Two year,Yes,No
50.55,Male,0.00,Yes,Yes,66.00,DSL,No,Two year,No,No
105.95,Male,1.00,No,No,25.00,Fiber optic,Yes,Month-to-month,No,Yes
82.00,Male,0.00,No,No,18.00,DSL,No,One year,Yes,Yes
25.00,Female,0.00,Yes,Yes,13.00,No,No internet service,Two year,Yes,No
91.55,Female,0.00,Yes,Yes,65.00,DSL,Yes,Two year,No,No
95.75,Male,0.00,Yes,No,60.00,Fiber optic,Yes,Month-to-month,Yes,Yes
19.35,Male,0.00,Yes,Yes,15.00,No,No internet service,Two year,No,No
24.85,Female,0.00,Yes,No,72.00,No,No internet service,Two year,No,No
94.05,Male,0.00,Yes,No,30.00,Fiber optic,No,Month-to-month,Yes,Yes
100.40,Female,0.00,Yes,Yes,42.00,Fiber optic,No,Two year,Yes,No
25.00,Female,0.00,Yes,No,71.00,No,No internet service,Two year,No,No
54.75,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
95.65,Male,1.00,No,No,39.00,Fiber optic,No,Month-to-month,Yes,Yes
19.25,Female,0.00,No,No,35.00,No,No internet service,Month-to-month,No,No
108.25,Female,0.00,Yes,Yes,53.00,Fiber optic,Yes,Month-to-month,Yes,No
94.60,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
98.90,Female,1.00,Yes,Yes,31.00,Fiber optic,No,Month-to-month,Yes,Yes
20.15,Male,0.00,No,No,48.00,No,No internet service,Two year,No,No
101.30,Female,1.00,No,Yes,30.00,Fiber optic,No,Month-to-month,Yes,No
20.00,Male,0.00,No,No,10.00,No,No internet service,Month-to-month,No,No
105.30,Female,0.00,No,Yes,12.00,Fiber optic,Yes,Month-to-month,Yes,No
69.85,Female,1.00,No,No,57.00,DSL,No,Two year,No,No
65.25,Female,0.00,Yes,No,58.00,DSL,Yes,Month-to-month,Yes,No
19.80,Female,0.00,No,No,37.00,No,No internet service,Two year,No,No
19.60,Female,0.00,Yes,Yes,44.00,No,No internet service,Month-to-month,No,No
20.05,Male,0.00,No,Yes,27.00,No,No internet service,One year,No,No
49.40,Female,0.00,No,No,8.00,DSL,No,Month-to-month,No,No
76.05,Male,1.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
88.40,Female,1.00,Yes,No,25.00,Fiber optic,Yes,Month-to-month,No,No
100.60,Female,0.00,Yes,Yes,57.00,Fiber optic,Yes,Month-to-month,Yes,No
19.45,Female,0.00,No,No,12.00,No,No internet service,Month-to-month,No,No
20.30,Female,0.00,Yes,Yes,62.00,No,No internet service,Two year,No,No
107.65,Female,0.00,Yes,No,65.00,Fiber optic,Yes,Two year,Yes,No
80.45,Female,0.00,Yes,No,71.00,DSL,No,Two year,Yes,No
58.85,Female,0.00,Yes,Yes,21.00,DSL,Yes,One year,Yes,No
109.60,Male,0.00,Yes,No,71.00,Fiber optic,Yes,One year,Yes,No
75.15,Female,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,No
73.00,Female,0.00,No,No,72.00,DSL,Yes,Two year,Yes,No
70.10,Female,0.00,No,No,1.00,Fiber optic,No,Month-to-month,No,No
98.65,Female,0.00,Yes,Yes,72.00,Fiber optic,Yes,Two year,Yes,No
111.45,Female,0.00,Yes,Yes,64.00,Fiber optic,Yes,One year,Yes,No
114.90,Female,0.00,No,No,72.00,Fiber optic,Yes,Two year,Yes,No
100.55,Female,0.00,No,No,29.00,Fiber optic,No,Month-to-month,No,No
20.40,Female,0.00,No,No,13.00,No,No internet service,Two year,Yes,No
104.35,Female,0.00,No,No,31.00,Fiber optic,Yes,Month-to-month,No,No
69.75,Male,1.00,No,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
34.50,Male,0.00,Yes,Yes,7.00,DSL,No,Month-to-month,Yes,Yes
105.55,Male,0.00,Yes,No,61.00,Fiber optic,Yes,Month-to-month,Yes,Yes
30.10,Female,0.00,No,Yes,39.00,DSL,No,Month-to-month,No,Yes
70.30,Male,0.00,Yes,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
80.45,Female,0.00,Yes,Yes,14.00,DSL,Yes,Month-to-month,No,No
80.20,Female,0.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,Yes
94.35,Female,0.00,Yes,Yes,67.00,Fiber optic,No,One year,Yes,Yes
91.35,Female,0.00,No,No,72.00,DSL,Yes,Two year,Yes,No
44.60,Male,0.00,Yes,Yes,6.00,DSL,No,Month-to-month,Yes,Yes
19.60,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,Yes
19.90,Male,0.00,Yes,Yes,25.00,No,No internet service,One year,No,No
110.45,Female,1.00,No,No,33.00,Fiber optic,Yes,Month-to-month,Yes,Yes
68.35,Male,0.00,No,No,18.00,DSL,No,Month-to-month,Yes,No
79.10,Male,0.00,Yes,No,71.00,DSL,Yes,Two year,Yes,No
51.00,Male,1.00,Yes,Yes,28.00,DSL,No,One year,Yes,No
80.55,Female,0.00,No,Yes,2.00,Fiber optic,No,Month-to-month,No,No
66.70,Male,0.00,Yes,Yes,17.00,DSL,Yes,Month-to-month,Yes,No
86.40,Male,0.00,No,No,56.00,Fiber optic,Yes,Month-to-month,Yes,No
50.05,Female,0.00,Yes,No,60.00,DSL,Yes,One year,No,No
25.70,Female,0.00,No,No,33.00,No,No internet service,Two year,No,No
83.40,Female,0.00,No,No,1.00,Fiber optic,Yes,Month-to-month,Yes,No
70.70,Male,0.00,No,No,2.00,Fiber optic,No,Month-to-month,No,Yes
84.65,Male,0.00,Yes,No,63.00,Fiber optic,No,Two year,Yes,No
99.25,Male,1.00,Yes,No,7.00,Fiber optic,No,Month-to-month,Yes,Yes
64.75,Female,0.00,No,No,55.00,DSL,Yes,Two year,Yes,No
100.15,Female,0.00,Yes,No,65.00,Fiber optic,Yes,One year,Yes,No
84.80,Male,0.00,Yes,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
25.25,Male,0.00,No,No,63.00,No,No internet service,Two year,No,No
113.00,Female,1.00,Yes,No,70.00,Fiber optic,Yes,Two year,Yes,No
40.65,Female,0.00,Yes,Yes,36.00,DSL,No,Two year,No,No
105.00,Male,0.00,No,No,52.00,Fiber optic,Yes,One year,Yes,Yes
54.45,Male,0.00,No,No,22.00,DSL,No,Month-to-month,Yes,Yes
94.95,Male,0.00,No,No,22.00,Fiber optic,Yes,Month-to-month,Yes,No
59.90,Female,1.00,No,No,5.00,DSL,Yes,Month-to-month,No,No
85.30,Female,0.00,Yes,No,47.00,Fiber optic,No,Month-to-month,Yes,Yes
83.35,Female,0.00,No,No,33.00,Fiber optic,No,Month-to-month,Yes,Yes
33.50,Male,0.00,No,No,18.00,DSL,Yes,Month-to-month,Yes,Yes
19.80,Female,0.00,No,No,1.00,No,No internet service,Month-to-month,No,No
81.80,Male,0.00,No,No,56.00,DSL,Yes,Two year,Yes,No
20.00,Female,0.00,No,No,2.00,No,No internet service,Month-to-month,Yes,No
59.60,Male,0.00,No,No,35.00,DSL,No,Month-to-month,Yes,No
25.00,Female,0.00,Yes,No,64.00,No,No internet service,Two year,No,No
84.35,Female,0.00,No,No,15.00,Fiber optic,No,Month-to-month,Yes,No
90.35,Male,0.00,No,No,24.00,Fiber optic,No,Month-to-month,Yes,Yes
55.55,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
75.35,Female,0.00,Yes,Yes,70.00,DSL,No,Two year,No,No
90.75,Male,0.00,Yes,No,1.00,Fiber optic,No,Month-to-month,Yes,Yes
89.60,Female,0.00,No,Yes,4.00,Fiber optic,Yes,Month-to-month,No,Yes
59.30,Female,0.00,No,No,39.00,DSL,No,One year,No,No
66.10,Female,0.00,No,No,29.00,DSL,No,Month-to-month,Yes,No
18.80,Female,0.00,Yes,Yes,14.00,No,No internet service,Two year,No,No
86.45,Female,0.00,No,No,61.00,DSL,No,Two year,No,No
52.10,Male,0.00,No,Yes,13.00,DSL,No,Month-to-month,Yes,No
47.40,Female,0.00,No,No,66.00,DSL,Yes,Two year,Yes,No
49.25,Male,0.00,No,No,2.00,DSL,No,Month-to-month,Yes,Yes
109.15,Female,0.00,Yes,No,59.00,Fiber optic,Yes,One year,Yes,No
94.95,Male,0.00,Yes,Yes,62.00,Fiber optic,Yes,One year,Yes,No
93.55,Male,1.00,Yes,No,33.00,Fiber optic,Yes,One year,Yes,No
79.50,Male,0.00,No,Yes,66.00,DSL,Yes,Two year,Yes,No
115.05,Female,0.00,No,No,72.00,Fiber optic,Yes,Two year,No,No
19.75,Male,0.00,No,Yes,1.00,No,No internet service,Month-to-month,No,Yes
95.15,Female,0.00,No,No,19.00,Fiber optic,Yes,Month-to-month,Yes,Yes
95.15,Female,0.00,Yes,Yes,51.00,Fiber optic,No,One year,Yes,No
105.40,Male,0.00,No,No,63.00,Fiber optic,Yes,Month-to-month,No,No
20.10,Male,0.00,No,No,27.00,No,No internet service,One year,No,No
101.35,Male,0.00,No,No,22.00,Fiber optic,No,Month-to-month,Yes,Yes
20.05,Female,1.00,No,No,4.00,No,No internet service,Month-to-month,No,No
20.70,Male,0.00,Yes,Yes,42.00,No,No internet service,Two year,No,No
20.35,Female,0.00,No,No,29.00,No,No internet service,One year,No,No
70.05,Female,0.00,No,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
19.70,Male,0.00,No,No,30.00,No,No internet service,One year,No,No
74.65,Male,0.00,Yes,No,4.00,Fiber optic,No,Month-to-month,Yes,Yes
85.45,Male,0.00,Yes,Yes,71.00,DSL,Yes,Two year,No,No
40.40,Male,0.00,Yes,No,46.00,DSL,No,Two year,No,No
50.40,Male,0.00,No,No,4.00,DSL,No,Month-to-month,No,Yes
79.65,Female,0.00,No,No,7.00,Fiber optic,No,Month-to-month,Yes,Yes
105.20,Male,0.00,No,No,69.00,Fiber optic,Yes,One year,Yes,No
100.65,Female,0.00,Yes,No,72.00,Fiber optic,Yes,Two year,No,No
79.85,Male,1.00,No,No,19.00,Fiber optic,No,Month-to-month,Yes,Yes
91.00,Male,0.00,No,No,28.00,Fiber optic,No,Month-to-month,No,No
78.75,Male,0.00,Yes,No,5.00,Fiber optic,Yes,Month-to-month,Yes,Yes
116.75,Female,1.00,Yes,No,72.00,Fiber optic,Yes,Two year,Yes,No
80.45,Male,1.00,Yes,Yes,8.00,Fiber optic,No,Month-to-month,Yes,Yes
59.10,Female,0.00,No,No,7.00,DSL,No,One year,Yes,No
49.80,Female,0.00,No,No,22.00,DSL,No,Month-to-month,Yes,No
19.30,Male,0.00,No,No,72.00,No,No internet service,Two year,No,No
19.65,Male,0.00,Yes,Yes,8.00,No,No internet service,Month-to-month,No,No
81.40,Male,0.00,Yes,No,52.00,DSL,Yes,One year,Yes,No
38.90,Female,0.00,No,No,68.00,DSL,No,Two year,No,No
87.95,Female,0.00,Yes,No,71.00,DSL,Yes,Two year,No,No
19.85,Male,0.00,No,No,2.00,No,No internet service,Month-to-month,No,No
96.35,Female,1.00,No,No,34.00,Fiber optic,Yes,Month-to-month,Yes,No
24.15,Female,0.00,No,No,35.00,DSL,No,Month-to-month,No,No
19.10,Female,0.00,Yes,Yes,61.00,No,No internet service,One year,No,No
44.00,Male,0.00,No,No,1.00,DSL,No,Month-to-month,No,No
50.10,Female,0.00,No,No,1.00,DSL,No,Month-to-month,Yes,Yes
60.60,Female,0.00,Yes,Yes,53.00,DSL,No,One year,No,No
25.65,Female,0.00,Yes,No,72.00,No,No internet service,Two year,No,No
76.40,Male,0.00,Yes,No,2.00,Fiber optic,No,Month-to-month,No,Yes
98.70,Male,0.00,No,No,3.00,Fiber optic,No,Month-to-month,Yes,Yes
100.80,Female,1.00,No,No,13.00,Fiber optic,No,Month-to-month,Yes,Yes
53.95,Male,1.00,Yes,No,41.00,DSL,Yes,Month-to-month,Yes,No
20.40,Female,0.00,Yes,No,24.00,No,No internet service,One year,No,No
90.10,Female,0.00,Yes,Yes,28.00,Fiber optic,No,One year,Yes,Yes
29.35,Male,0.00,No,No,8.00,DSL,No,Month-to-month,No,No
20.45,Male,0.00,No,No,1.00,No,No internet service,Month-to-month,Yes,No
95.10,Female,0.00,No,No,54.00,Fiber optic,No,Two year,Yes,No
25.25,Male,0.00,No,No,41.00,No,No internet service,Month-to-month,Yes,No
44.90,Female,0.00,Yes,No,19.00,DSL,No,Month-to-month,No,No
92.65,Female,0.00,Yes,Yes,72.00,DSL,Yes,Two year,No,No
43.70,Male,0.00,No,No,62.00,DSL,Yes,Two year,Yes,No
72.60,Female,1.00,Yes,Yes,56.00,DSL,No,Two year,Yes,No
51.55,Male,0.00,No,No,15.00,DSL,No,Month-to-month,No,Yes
79.25,Male,1.00,No,No,10.00,Fiber optic,No,Month-to-month,Yes,Yes
18.95,Male,0.00,Yes,Yes,32.00,No,No internet service,Two year,No,No
20.50,Male,0.00,No,No,21.00,No,No internet service,Month-to-month,No,No
19.95,Male,0.00,Yes,Yes,62.00,No,No internet service,One year,No,No
24.50,Female,0.00,No,No,2.00,DSL,No,Month-to-month,No,No
20.60,Male,0.00,No,Yes,27.00,No,No internet service,Two year,No,No
94.85,Male,0.00,No,No,5.00,Fiber optic,No,Month-to-month,Yes,Yes
